"","Gene_symbol","Transcript","Ensembl","Ensembl_biomart"
"3462","HPS6","NM_024747","ENSG00000166189","ENSG00000166189"
"3463","SLTM","NM_024755","ENSG00000137776","ENSG00000137776"
"3464","EHMT1","NM_024757","ENSG00000181090","ENSG00000181090"
"3465","RBFA","NM_024805","ENSG00000101546","ENSG00000101546"
"3466","CPSF7","NM_024811","ENSG00000149532","ENSG00000149532"
"3467","UBA5","NM_024818","ENSG00000081307","ENSG00000081307"
"3468","DCAKD","NM_024819","ENSG00000172992","ENSG00000172992"
"3469","MCMBP","NM_024834","ENSG00000197771","ENSG00000197771"
"3470","GGNBP2","NM_024835","ENSG00000005955","ENSG00000278311"
"3471","GGNBP2","NM_024835","ENSG00000005955","ENSG00000275099"
"3472","ZNF672","NM_024836","ENSG00000171161","ENSG00000171161"
"3473","NUP85","NM_024844","ENSG00000125450","ENSG00000125450"
"3474","NAA60","NM_024845","ENSG00000122390","ENSG00000122390"
"3475","ACTR5","NM_024855","ENSG00000101442","ENSG00000101442"
"3476","MRM1","NM_024864","ENSG00000129282","ENSG00000278619"
"3477","MRM1","NM_024864","ENSG00000129282","ENSG00000274853"
"3478","KIAA0319L","NM_024874","ENSG00000142687","ENSG00000142687"
"3479","ADCK4","NM_024876","ENSG00000123815",NA
"3480","SLC35E1","NM_024881","ENSG00000127526","ENSG00000127526"
"3481","NOL10","NM_024894","ENSG00000115761","ENSG00000115761"
"3482","OBFC1","NM_024928","ENSG00000107960",NA
"3483","TRAPPC13","NM_024941","ENSG00000113597","ENSG00000113597"
"3484","C10orf88","NM_024942","ENSG00000119965","ENSG00000119965"
"3485","RMI1","NM_024945","ENSG00000178966","ENSG00000178966"
"3486","FAM192A","NM_024946","ENSG00000172775","ENSG00000172775"
"3487","UBTD1","NM_024954","ENSG00000165886","ENSG00000165886"
"3488","TMEM62","NM_024956","ENSG00000137842","ENSG00000137842"
"3489","PANK2","NM_024960","ENSG00000125779","ENSG00000125779"
"3490","GFM1","NM_024996","ENSG00000168827","ENSG00000168827"
"3491","MZT2B","NM_025029","ENSG00000152082","ENSG00000152082"
"3492","RPF1","NM_025065","ENSG00000117133","ENSG00000117133"
"3493","PTGES2","NM_025072","ENSG00000148334","ENSG00000148334"
"3494","SIKE1","NM_025073","ENSG00000052723","ENSG00000052723"
"3495","THOC7","NM_025075","ENSG00000163634","ENSG00000163634"
"3496","UXS1","NM_025076","ENSG00000115652","ENSG00000115652"
"3497","PQLC1","NM_025078","ENSG00000122490","ENSG00000122490"
"3498","CENPT","NM_025082","ENSG00000102901","ENSG00000102901"
"3499","EDC3","NM_025083","ENSG00000179151","ENSG00000179151"
"3500","TTI2","NM_025115","ENSG00000129696","ENSG00000129696"
"3501","TMEM134","NM_025124","ENSG00000172663","ENSG00000172663"
"3502","RNF34","NM_025126","ENSG00000170633","ENSG00000170633"
"3503","MUS81","NM_025128","ENSG00000172732","ENSG00000172732"
"3504","FBXO11","NM_025133","ENSG00000138081","ENSG00000138081"
"3505","OPA3","NM_025136","ENSG00000125741","ENSG00000125741"
"3506","SPG11","NM_025137","ENSG00000104133","ENSG00000104133"
"3507","CCDC92","NM_025140","ENSG00000119242","ENSG00000119242"
"3508","CCDC92","NM_025140","ENSG00000119242","ENSG00000275035"
"3509","TM2D3","NM_025141","ENSG00000184277","ENSG00000184277"
"3510","NAA50","NM_025146","ENSG00000121579","ENSG00000121579"
"3511","COQ10B","NM_025147","ENSG00000115520","ENSG00000115520"
"3512","RUFY1","NM_025158","ENSG00000176783","ENSG00000176783"
"3513","RUFY1","NM_025158","ENSG00000176783","ENSG00000284260"
"3514","WDR26","NM_025160","ENSG00000162923","ENSG00000162923"
"3515","C17orf70","NM_025161","ENSG00000185504",NA
"3516","CEP63","NM_025180","ENSG00000182923","ENSG00000182923"
"3517","SLC35F5","NM_025181","ENSG00000115084","ENSG00000115084"
"3518","EDEM3","NM_025191","ENSG00000116406","ENSG00000116406"
"3519","ITPKC","NM_025194","ENSG00000086544","ENSG00000086544"
"3520","GRPEL1","NM_025196","ENSG00000109519","ENSG00000109519"
"3521","MTERFD3","NM_025198","ENSG00000120832",NA
"3522","FLAD1","NM_025207","ENSG00000160688","ENSG00000160688"
"3523","EPC1","NM_025209","ENSG00000120616","ENSG00000120616"
"3524","DNAJC5","NM_025219","ENSG00000101152","ENSG00000101152"
"3525","DCAF11","NM_025230","ENSG00000100897","ENSG00000100897"
"3526","COASY","NM_025233","ENSG00000068120","ENSG00000068120"
"3527","WDR61","NM_025234","ENSG00000140395","ENSG00000140395"
"3528","TNKS2","NM_025235","ENSG00000107854","ENSG00000107854"
"3529","UBXN6","NM_025241","ENSG00000167671","ENSG00000167671"
"3530","NDFIP1","NM_030571","ENSG00000131507","ENSG00000131507"
"3531","THAP7","NM_030573","ENSG00000184436","ENSG00000184436"
"3532","TMEM177","NM_030577","ENSG00000144120","ENSG00000144120"
"3533","CYB5B","NM_030579","ENSG00000103018","ENSG00000103018"
"3534","WDR59","NM_030581","ENSG00000103091","ENSG00000103091"
"3535","DUSP16","NM_030640","ENSG00000111266","ENSG00000111266"
"3536","DUSP16","NM_030640","ENSG00000111266","ENSG00000280962"
"3537","SH3BP5L","NM_030645","ENSG00000175137","ENSG00000175137"
"3538","SETD7","NM_030648","ENSG00000145391","ENSG00000145391"
"3539","ACAP3","NM_030649","ENSG00000131584","ENSG00000131584"
"3540","KIAA1715","NM_030650","ENSG00000144320",NA
"3541","MAP2K2","NM_030662","ENSG00000126934","ENSG00000126934"
"3542","TCP1","NM_030752","ENSG00000120438","ENSG00000120438"
"3543","TMX1","NM_030755","ENSG00000139921","ENSG00000139921"
"3544","ILKAP","NM_030768","ENSG00000132323","ENSG00000132323"
"3545","SLC25A32","NM_030780","ENSG00000164933","ENSG00000164933"
"3546","CLPTM1L","NM_030782","ENSG00000049656","ENSG00000274811"
"3547","CLPTM1L","NM_030782","ENSG00000049656","ENSG00000049656"
"3548","ITFG1","NM_030790","ENSG00000129636","ENSG00000129636"
"3549","FBXO38","NM_030793","ENSG00000145868","ENSG00000145868"
"3550","TDRD3","NM_030794","ENSG00000083544","ENSG00000083544"
"3551","YIPF5","NM_030799","ENSG00000145817","ENSG00000145817"
"3552","NDEL1","NM_030808","ENSG00000166579","ENSG00000166579"
"3553","MRPS26","NM_030811","ENSG00000125901","ENSG00000125901"
"3554","CCDC130","NM_030818","ENSG00000104957","ENSG00000104957"
"3555","PLA2G12A","NM_030821","ENSG00000123739","ENSG00000123739"
"3556","CTNNBL1","NM_030877","ENSG00000132792","ENSG00000132792"
"3557","APOL2","NM_030882","ENSG00000128335","ENSG00000128335"
"3558","TRIM8","NM_030912","ENSG00000171206","ENSG00000171206"
"3559","URM1","NM_030914","ENSG00000167118","ENSG00000167118"
"3560","FIP1L1","NM_030917","ENSG00000145216","ENSG00000145216"
"3561","ANP32E","NM_030920","ENSG00000143401","ENSG00000143401"
"3562","NIPA2","NM_030922","ENSG00000140157","ENSG00000140157"
"3563","TRMT1L","NM_030934","ENSG00000121486","ENSG00000121486"
"3564","CCNL2","NM_030937","ENSG00000221978","ENSG00000221978"
"3565","C6orf62","NM_030939","ENSG00000112308","ENSG00000112308"
"3566","TIGD6","NM_030953","ENSG00000164296","ENSG00000164296"
"3567","TRIM56","NM_030961","ENSG00000169871","ENSG00000169871"
"3568","RNF146","NM_030963","ENSG00000118518","ENSG00000118518"
"3569","TMEM14B","NM_030969","ENSG00000137210","ENSG00000137210"
"3570","SHARPIN","NM_030974","ENSG00000179526","ENSG00000179526"
"3571","ARPC5L","NM_030978","ENSG00000136950","ENSG00000136950"
"3572","RAB1B","NM_030981","ENSG00000174903","ENSG00000174903"
"3573","FAHD1","NM_031208","ENSG00000180185","ENSG00000180185"
"3574","QTRT1","NM_031209","ENSG00000213339","ENSG00000213339"
"3575","SLIRP","NM_031210","ENSG00000119705","ENSG00000119705"
"3576","SLC25A28","NM_031212","ENSG00000155287","ENSG00000155287"
"3577","FAM108A1","NM_031213","ENSG00000129968",NA
"3578","SEH1L","NM_031216","ENSG00000085415","ENSG00000085415"
"3579","HDHD3","NM_031219","ENSG00000119431","ENSG00000119431"
"3580","MRPS15","NM_031280","ENSG00000116898","ENSG00000116898"
"3581","SF3B5","NM_031287","ENSG00000169976","ENSG00000169976"
"3582","INO80B","NM_031288","ENSG00000221956","ENSG00000115274"
"3583","EMC6","NM_031298","ENSG00000127774","ENSG00000127774"
"3584","DOHH","NM_031304","ENSG00000129932","ENSG00000129932"
"3585","PUS3","NM_031307","ENSG00000110060","ENSG00000110060"
"3586","HNRPDL","NM_031372","ENSG00000152795",NA
"3587","HUWE1","NM_031407","ENSG00000086758","ENSG00000086758"
"3588","MARK4","NM_031417","ENSG00000007047","ENSG00000007047"
"3589","MRPL9","NM_031420","ENSG00000143436","ENSG00000143436"
"3590","COG3","NM_031431","ENSG00000136152","ENSG00000136152"
"3591","UCK1","NM_031432","ENSG00000130717","ENSG00000130717"
"3592","TMUB1","NM_031434","ENSG00000164897","ENSG00000164897"
"3593","CCM2","NM_031443","ENSG00000136280","ENSG00000136280"
"3594","C18orf21","NM_031446","ENSG00000141428","ENSG00000141428"
"3595","SELO","NM_031454","ENSG00000073169",NA
"3596","CD99L2","NM_031462","ENSG00000102181","ENSG00000102181"
"3597","TRAPPC9","NM_031466","ENSG00000167632","ENSG00000167632"
"3598","TRPT1","NM_031472","ENSG00000149743","ENSG00000149743"
"3599","RIOK1","NM_031480","ENSG00000124784","ENSG00000124784"
"3600","ITCH","NM_031483","ENSG00000078747","ENSG00000078747"
"3601","GRWD1","NM_031485","ENSG00000105447","ENSG00000105447"
"3602","L3MBTL2","NM_031488","ENSG00000100395","ENSG00000100395"
"3603","LONP2","NM_031490","ENSG00000102910","ENSG00000102910"
"3604","GORASP1","NM_031899","ENSG00000114745","ENSG00000114745"
"3605","MRPS5","NM_031902","ENSG00000144029","ENSG00000144029"
"3606","MRPL32","NM_031903","ENSG00000106591","ENSG00000106591"
"3607","ARMC10","NM_031905","ENSG00000170632","ENSG00000170632"
"3608","ARMC10","NM_031905","ENSG00000170632","ENSG00000282813"
"3609","REPS1","NM_031922","ENSG00000135597","ENSG00000135597"
"3610","TMEM120A","NM_031925","ENSG00000189077","ENSG00000189077"
"3611","TM2D2","NM_031940","ENSG00000169490","ENSG00000169490"
"3612","SNX25","NM_031953","ENSG00000109762","ENSG00000109762"
"3613","MRPS24","NM_032014","ENSG00000062582","ENSG00000062582"
"3614","RNF26","NM_032015","ENSG00000173456","ENSG00000173456"
"3615","EIF2A","NM_032025","ENSG00000144895","ENSG00000144895"
"3616","TM2D1","NM_032027","ENSG00000162604","ENSG00000162604"
"3617","SPNS1","NM_032038","ENSG00000169682","ENSG00000169682"
"3618","ITFG3","NM_032039","ENSG00000167930",NA
"3619","PCDHGB5","NM_032099","#N/D","ENSG00000276547"
"3620","SRSF8","NM_032102","ENSG00000180771","ENSG00000263465"
"3621","MRPL14","NM_032111","ENSG00000180992","ENSG00000180992"
"3622","MRPL43","NM_032112","ENSG00000055950","ENSG00000055950"
"3623","MAGT1","NM_032121","ENSG00000102158","ENSG00000102158"
"3624","TMEM222","NM_032125","ENSG00000186501","ENSG00000186501"
"3625","FAM160A2","NM_032127","ENSG00000051009","ENSG00000051009"
"3626","KBTBD7","NM_032138","ENSG00000120696","ENSG00000120696"
"3627","NSRP1","NM_032141","ENSG00000126653","ENSG00000126653"
"3628","ZNF394","NM_032164","ENSG00000160908","ENSG00000160908"
"3629","WDR75","NM_032168","ENSG00000115368","ENSG00000115368"
"3630","UTP15","NM_032175","ENSG00000164338","ENSG00000164338"
"3631","PHAX","NM_032177","ENSG00000164902","ENSG00000164902"
"3632","FAM175B","NM_032182","ENSG00000165660","ENSG00000165660"
"3633","KAT8","NM_032188","ENSG00000103510","ENSG00000103510"
"3634","RNASEH2C","NM_032193","ENSG00000172922","ENSG00000172922"
"3635","RPF2","NM_032194","ENSG00000197498","ENSG00000197498"
"3636","SON","NM_032195","ENSG00000159140","ENSG00000159140"
"3637","ELMOD3","NM_032213","ENSG00000115459","ENSG00000115459"
"3638","ANKRD17","NM_032217","ENSG00000132466","ENSG00000132466"
"3639","ZCCHC7","NM_032226","ENSG00000147905","ENSG00000147905"
"3640","FAM96A","NM_032231","ENSG00000166797","ENSG00000166797"
"3641","SETD3","NM_032233","ENSG00000183576","ENSG00000183576"
"3642","SGK196","NM_032237","ENSG00000185900",NA
"3643","WDR24","NM_032259","ENSG00000127580","ENSG00000127580"
"3644","TRAF7","NM_032271","ENSG00000131653","ENSG00000131653"
"3645","TMEM126A","NM_032273","ENSG00000171202","ENSG00000171202"
"3646","RHBDD1","NM_032276","ENSG00000144468","ENSG00000144468"
"3647","ZCCHC9","NM_032280","ENSG00000131732","ENSG00000131732"
"3648","MRI1","NM_032285","ENSG00000037757","ENSG00000037757"
"3649","MED10","NM_032286","ENSG00000133398","ENSG00000133398"
"3650","FYTTD1","NM_032288","ENSG00000122068","ENSG00000122068"
"3651","DCUN1D5","NM_032299","ENSG00000137692","ENSG00000137692"
"3652","PSMG3","NM_032302","ENSG00000157778","ENSG00000157778"
"3653","POLR3GL","NM_032305","ENSG00000121851","ENSG00000121851"
"3654","C9orf64","NM_032307","ENSG00000165118","ENSG00000165118"
"3655","CHCHD5","NM_032309","ENSG00000125611","ENSG00000125611"
"3656","C9orf89","NM_032310","ENSG00000165233",NA
"3657","POLDIP3","NM_032311","ENSG00000100227","ENSG00000100227"
"3658","YIPF4","NM_032312","ENSG00000119820","ENSG00000119820"
"3659","NOA1","NM_032313","ENSG00000084092","ENSG00000084092"
"3660","COQ5","NM_032314","ENSG00000110871","ENSG00000110871"
"3661","PRADC1","NM_032319","ENSG00000135617","ENSG00000135617"
"3662","NTPCR","NM_032324","ENSG00000135778","ENSG00000135778"
"3663","EIF1AD","NM_032325","ENSG00000175376","ENSG00000175376"
"3664","UTP23","NM_032334","ENSG00000147679","ENSG00000147679"
"3665","MIEN1","NM_032339","ENSG00000141741","ENSG00000141741"
"3666","MNF1","NM_032340","ENSG00000137288",NA
"3667","NUDT22","NM_032344","ENSG00000149761","ENSG00000149761"
"3668","WIBG","NM_032345","ENSG00000170473",NA
"3669","C7orf50","NM_032350","ENSG00000146540","ENSG00000146540"
"3670","MRPL45","NM_032351","ENSG00000174100","ENSG00000277936"
"3671","MRPL45","NM_032351","ENSG00000174100","ENSG00000278845"
"3672","VPS25","NM_032353","ENSG00000131475","ENSG00000131475"
"3673","MON1A","NM_032355","ENSG00000164077","ENSG00000164077"
"3674","LSMD1","NM_032356","ENSG00000183011",NA
"3675","ACBD6","NM_032360","ENSG00000135847","ENSG00000230124"
"3676","DNAJC14","NM_032364","ENSG00000135392","ENSG00000135392"
"3677","C16orf13","NM_032366","ENSG00000130731",NA
"3678","ZNF414","NM_032370","ENSG00000133250","ENSG00000133250"
"3679","PCGF5","NM_032373","ENSG00000180628","ENSG00000180628"
"3680","APOPT1","NM_032374","ENSG00000127150","ENSG00000256053"
"3681","AKT1S1","NM_032375","ENSG00000204673","ENSG00000204673"
"3682","TMEM101","NM_032376","ENSG00000091947","ENSG00000091947"
"3683","COG8","NM_032382","ENSG00000157312","ENSG00000213380"
"3684","COG8","NM_032382","ENSG00000157312","ENSG00000272617"
"3685","ARFGAP2","NM_032389","ENSG00000149182","ENSG00000149182"
"3686","MKI67IP","NM_032390","ENSG00000155438",NA
"3687","BAZ1B","NM_032408","ENSG00000009954","ENSG00000009954"
"3688","PINK1","NM_032409","ENSG00000158828","ENSG00000158828"
"3689","SYVN1","NM_032431","ENSG00000162298","ENSG00000162298"
"3690","CHAMP1","NM_032436","ENSG00000198824","ENSG00000198824"
"3691","LCOR","NM_032440","ENSG00000196233","ENSG00000196233"
"3692","FAM120B","NM_032448","ENSG00000112584","ENSG00000112584"
"3693","FAM120B","NM_032448","ENSG00000112584","ENSG00000275333"
"3694","CC2D1B","NM_032449","ENSG00000154222","ENSG00000154222"
"3695","MRPS6","NM_032476","ENSG00000214955","ENSG00000243927"
"3696","MRPL41","NM_032477","ENSG00000182154","ENSG00000182154"
"3697","MRPL38","NM_032478","ENSG00000204316","ENSG00000204316"
"3698","MRPL36","NM_032479","ENSG00000171421","ENSG00000171421"
"3699","DCTN5","NM_032486","ENSG00000166847","ENSG00000166847"
"3700","C14orf142","NM_032490","ENSG00000170270",NA
"3701","JAGN1","NM_032492","ENSG00000171135","ENSG00000171135"
"3702","AP1M1","NM_032493","ENSG00000072958","ENSG00000072958"
"3703","MAK16","NM_032509","ENSG00000198042","ENSG00000198042"
"3704","GNPTG","NM_032520","ENSG00000090581","ENSG00000090581"
"3705","ZGPAT","NM_032527","ENSG00000197114","ENSG00000197114"
"3706","SCOC","NM_032547","ENSG00000153130","ENSG00000153130"
"3707","USP38","NM_032557","ENSG00000170185","ENSG00000170185"
"3708","HIATL1","NM_032558","ENSG00000148110",NA
"3709","SMEK1","NM_032560","ENSG00000100796",NA
"3710","GLYR1","NM_032569","ENSG00000140632","ENSG00000140632"
"3711","DPY30","NM_032574","ENSG00000162961","ENSG00000162961"
"3712","ZNF347","NM_032584","ENSG00000197937","ENSG00000197937"
"3713","HINT2","NM_032593","ENSG00000137133","ENSG00000137133"
"3714","MCEE","NM_032601","ENSG00000124370","ENSG00000124370"
"3715","CINP","NM_032630","ENSG00000100865","ENSG00000100865"
"3716","PAPOLA","NM_032632","ENSG00000090060","ENSG00000090060"
"3717","TMEM147","NM_032635","ENSG00000105677","ENSG00000105677"
"3718","PCGF1","NM_032673","ENSG00000115289","ENSG00000115289"
"3719","MPV17L2","NM_032683","ENSG00000127226","ENSG00000254858"
"3720","TUBA1C","NM_032704","ENSG00000167553","ENSG00000167553"
"3721","TXNDC17","NM_032731","ENSG00000129235","ENSG00000129235"
"3722","PHF5A","NM_032758","ENSG00000100410","ENSG00000100410"
"3723","CBR4","NM_032783","ENSG00000145439","ENSG00000145439"
"3724","ZC3H10","NM_032786","ENSG00000135482","ENSG00000135482"
"3725","ZBTB45","NM_032792","ENSG00000119574","ENSG00000119574"
"3726","SYAP1","NM_032796","ENSG00000169895","ENSG00000169895"
"3727","ADO","NM_032804","ENSG00000181915","ENSG00000181915"
"3728","GTDC2","NM_032806","ENSG00000144647",NA
"3729","FBXO18","NM_032807","ENSG00000134452","ENSG00000134452"
"3730","FAM73B","NM_032809","ENSG00000148343",NA
"3731","ATAD1","NM_032810","ENSG00000138138","ENSG00000138138"
"3732","ATAD1","NM_032810","ENSG00000138138","ENSG00000283024"
"3733","TBRG1","NM_032811","ENSG00000154144","ENSG00000154144"
"3734","NFATC2IP","NM_032815","ENSG00000176953","ENSG00000176953"
"3735","FAM136A","NM_032822","ENSG00000035141","ENSG00000035141"
"3736","CIRH1A","NM_032830","ENSG00000141076",NA
"3737","PPP1R15B","NM_032833","ENSG00000158615","ENSG00000158615"
"3738","FIZ1","NM_032836","ENSG00000179943","ENSG00000179943"
"3739","DIRC2","NM_032839","ENSG00000138463","ENSG00000138463"
"3740","SPRYD3","NM_032840","ENSG00000167778","ENSG00000167778"
"3741","C8orf76","NM_032847","ENSG00000189376","ENSG00000189376"
"3742","C12orf52","NM_032848","ENSG00000139405",NA
"3743","ZFYVE19","NM_032850","#N/D","ENSG00000166140"
"3744","WDR73","NM_032856","ENSG00000177082","ENSG00000177082"
"3745","LACTB","NM_032857","ENSG00000103642","ENSG00000103642"
"3746","ABHD13","NM_032859","ENSG00000139826","ENSG00000139826"
"3747","LTV1","NM_032860","ENSG00000135521","ENSG00000135521"
"3748","TIGD5","NM_032862","ENSG00000179886","ENSG00000179886"
"3749","TIGD5","NM_032862","ENSG00000179886","ENSG00000278016"
"3750","MPND","NM_032868","ENSG00000008382","ENSG00000008382"
"3751","NUDCD1","NM_032869","ENSG00000120526","ENSG00000120526"
"3752","LSM10","NM_032881","ENSG00000181817","ENSG00000181817"
"3753","ATG4D","NM_032885","ENSG00000130734","ENSG00000130734"
"3754","MFSD5","NM_032889","ENSG00000182544","ENSG00000182544"
"3755","COX14","NM_032901","ENSG00000178449","ENSG00000178449"
"3756","RBM17","NM_032905","ENSG00000134453","ENSG00000134453"
"3757","PYURF","NM_032906","ENSG00000145337","ENSG00000145337"
"3758","UBL7","NM_032907","ENSG00000138629","ENSG00000138629"
"3759","TMEM128","NM_032927","ENSG00000132406","ENSG00000132406"
"3760","TMEM141","NM_032928","ENSG00000221865","ENSG00000244187"
"3761","TMEM60","NM_032936","ENSG00000135211","ENSG00000135211"
"3762","C9orf37","NM_032937","ENSG00000203993",NA
"3763","POLR2C","NM_032940","ENSG00000102978","ENSG00000102978"
"3764","DEDD","NM_032998","ENSG00000158796","ENSG00000158796"
"3765","HIAT1","NM_033055","ENSG00000156875",NA
"3766","SARNP","NM_033082","ENSG00000205323","ENSG00000205323"
